Month,monthNumber,Date,tempMin,tempAvg,tempMax,humidityMin,humidityAvg,humidityMax,Disease
January,1,11,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,12,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,13,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,14,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,15,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,16,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,17,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,18,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,19,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,20,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,21,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,22,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,23,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,24,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,25,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,26,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,27,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,28,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,29,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,30,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
January,1,31,8,15,20,30,42,55,"H3N2 Flu, COPD Flare-ups, Hypothermia, Norovirus, Seasonal Depression, Frostbite, Dry Skin Dermatitis, Influenza A, Sinus Infections, Bronchiolitis, Pneumococcal Pneumonia, Raynaud’s Phenomenon, Winter Asthma, Heart Attack (Cold Stress), Chilblains, Strep Throat, RSV (Respiratory Syncytial Virus), Frozen Shoulder, Winter Vomiting Bug, Coronary Artery Spasm"
February,2,1,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening, Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,2,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,3,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,4,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,5,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,6,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,7,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,8,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,9,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,10,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,11,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,12,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,13,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,14,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,15,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,16,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,17,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,18,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,19,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,20,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,21,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,22,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,23,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,24,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,25,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,26,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,27,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
February,2,28,12,18,25,35,47,60,"Allergic Rhinitis, Migraine (Weather Triggers), Influenza B, Bronchitis, Ear Infections, Febrile Seizures (in Children), Cold Urticaria, Winter Conjunctivitis, SAD (Seasonal Affective Disorder), Hand, Foot, and Mouth Disease (Early Cases), Croup, Dry Eye Syndrome,Viral Pharyngitis, Winter Eczema, Frozen Joints (Arthritis Flare), Hypothyroidism Worsening,Slip-and-Fall Injuries (Ice-Related), Frostnip, Winter Dehydration, Secondary Bacterial Pneumonia"
